,cusip no,issuer name,price,shares,currency,market valuation,price USD
1216,46132X 10 1,INVESCO MUNI INCOME OPP TRST COM,76.11,14103,EUR,1073379.33,83.7
1217,46133G 10 7,INVESCO QUALITY MUN INCOME T COM,325.42,13970,EUR,4546117.4,357.87
1218,46135X 10 8,INVESCO COM,292.33,960,EUR,280636.8,321.48
1219,46185L 10 3,INVITAE COM,311.96,11956,EUR,3729793.76,343.07
1220,46187W 10 7,INVITATION HOMES INC COM,317.82,12498,EUR,3972114.36,349.52
1221,46222L 10 8,IONQ INC COM,302.47,8060,EUR,2437908.2,332.64
1222,46489V 10 4,PERSPECTIVE THERAPEUTICS COM,261.61,12767,USD,3339974.87,261.61
1223,465005 10 6,ISOPLEXIS CORP COM,27.81,7347,USD,204320.06999999998,27.81
1224,465246 10 6,ISUN INC COM,238.72,10256,USD,2448312.32,238.72
1225,46564T 10 7,ITERIS INC NEW COM,72.26,926,USD,66912.76000000001,72.26
1226,46565G 10 4,ITEOS THERAPEUTICS INC COM,108.56,5116,USD,555392.96,108.56
1227,466367 10 9,JACK COM,187.0,254,USD,47498.0,187.0
1228,46655E 10 0,DAKOTA COM,225.09,6739,USD,1516881.51,225.09
1229,46982L 10 8,JACOBS COM,96.66,14266,USD,1378951.56,96.66
1230,47074L 10 5,JAMF COM,19.33,11253,USD,217520.49,19.33
1231,47089W 10 4,JANON COM,215.47,4401,EUR,948283.47,236.96
1232,47103J 10 5,JANUX COM,139.08,13821,EUR,1922224.6800000002,152.95
1233,471871 10 3,JASPER THERAPEUTICS INC COM,192.36,14286,USD,2748054.96,192.36
1234,47233W 10 9,JEFFERIES FINL GROUP INC COM,202.2,11242,EUR,2273132.4,222.37
1235,47580P 10 3,JELD-WEN HLDG INC COM,175.86,373,EUR,65595.78,193.4
1236,47632P 10 1,JERASH HLDGS US INC COM,111.16,3615,EUR,401843.39999999997,122.25
1237,47768J 10 1,JOANN INC COM,49.33,7335,USD,361835.55,49.33
1238,477839 10 4,JOHN COM,49.52,14258,USD,706056.16,49.52
1239,47804L 10 2,JOHN COM,21.45,2830,USD,60703.5,21.45
1240,47805L 10 1,JOHN COM,24.1,6032,EUR,145371.2,26.5
1241,48020Q 10 7,JONES COM,270.81,13490,USD,3653226.9,270.81
1242,481116 10 1,JOUNCE COM,126.96,7199,EUR,913985.0399999999,139.62
1243,48123V 10 2,ZIFF DAVIS INC COM,138.53,6966,USD,964999.98,138.53
1244,48203R 10 4,JUNIPER NETWORKS INC COM,75.6,6680,EUR,505007.99999999994,83.14
1245,48238T 10 9,KAR AUCTION SVCS INC COM,175.48,1334,EUR,234090.31999999998,192.98
1246,48242W 10 6,KBR INC COM,137.2,312,EUR,42806.399999999994,150.88
1247,48249T 10 6,KKR INCOME OPPORTUNITIES FD COM,182.09,12341,USD,2247172.69,182.09
1248,48251K 10 0,KKR REAL ESTATE FIN TR INC COM,280.23,9673,EUR,2710664.79,308.18
1249,48251W 10 4,KKR & CO INC COM,120.72,10117,EUR,1221324.24,132.76
1250,482738 10 1,KVH INDS INC COM,158.85,13973,EUR,2219611.05,174.69
1251,48282T 10 4,KADANT INC COM,217.19,3049,EUR,662212.3099999999,238.85
1252,483379 10 3,KALEYRA INC COM,60.15,8105,EUR,487515.75,66.15
1253,483379 20 2,KALEYRA INC COM,88.43,9828,EUR,869090.04,97.25
1254,483467 10 6,KALTURA INC COM,7.52,3182,EUR,23928.64,8.27
1255,483497 10 3,KALVISTA PHARMACEUTICALS INC COM,76.26,3747,EUR,285746.22000000003,83.87
1256,483548 10 3,KAMAN CORP COM,90.08,4545,USD,409413.6,90.08
1257,483709 10 1,KANDI TECHNOLOGIES GROUP INC COM,342.11,6174,USD,2112187.14,342.11
1258,485859 10 2,KATAPULT HOLDINGS INC COM,265.53,7370,EUR,1956956.0999999999,292.01
1259,486606 10 6,KAYNE ANDERSON ENERGY INFRST COM,80.57,7017,EUR,565359.69,88.61
1260,48661E 10 8,KAYNE ANDERSON NEXTGEN ENRGY COM,186.54,12371,USD,2307686.34,186.54
1261,48666K 10 9,KB HOME COM,308.68,9072,USD,2800344.96,308.68
1262,48716P 10 8,KEARNY FINL CORP MD COM,255.23,8124,EUR,2073488.52,280.68
1263,487836 10 8,KELLOGG CO COM,205.32,8656,EUR,1777249.92,225.8
1264,49338L 10 3,KEYSIGHT TECHNOLOGIES INC COM,69.96,7706,USD,539111.76,69.96
1265,49372L 10 0,KEZAR LIFE SCIENCES INC COM,111.1,4352,USD,483507.19999999995,111.1
1266,493732 10 1,KFORCE COM,239.08,6394,USD,1528677.52,239.08
1267,49382L 10 8,KIDPIK COM,248.75,1105,EUR,274868.75,273.56
1268,49427F 10 8,KILROY COM,132.4,6795,USD,899658.0,132.4
1269,49428J 10 9,KIMBALL ELECTRONICS INC COM,130.28,13223,EUR,1722692.44,143.27
1270,494368 10 3,KIMBERLY-CLARK CORP COM,262.42,14832,EUR,3892213.4400000004,288.59
1271,49446R 10 9,KIMCO RLTY CORP COM,280.19,12879,USD,3608567.01,280.19
1272,49456B 10 1,KINDER MORGAN INC DEL COM,295.77,8335,EUR,2465242.9499999997,325.27
1273,49926D 10 9,KNOWLES CORP COM,16.77,12275,USD,205851.75,16.77
1274,50015M 10 9,KODIAK SCIENCES INC COM,328.31,3988,USD,1309300.28,328.31
1275,500255 10 4,KOHLS CORP COM,111.07,3619,EUR,401962.32999999996,122.15
1276,517834 10 7,LAS VEGAS SANDS CORP COM,69.75,6152,EUR,429102.0,76.71
1277,51807Q 10 0,LASER PHOTONICS CORP COM,66.43,2943,EUR,195503.49000000002,73.05
1278,51818V 10 6,LATCH INC COM,249.72,4355,EUR,1087530.6,274.62
1279,51819L 10 7,LATHAM GROUP INC COM,267.37,12187,USD,3258438.19,267.37
1280,518415 10 4,LATTICE SEMICONDUCTOR CORP COM,14.59,4702,EUR,68602.18,16.05
1281,520776 10 5,DISTRIBUTION SOLUTIONS GRP I COM,62.27,9525,USD,593121.75,62.27
1282,52106W 10 3,LAZARD GLOBAL TOTAL RETURN & COM,115.39,762,EUR,87927.18000000001,126.9
1283,52661A 10 8,LEONARDO COM,3.79,3706,USD,14045.74,3.79
1284,527064 10 9,LESLIES COM,134.47,11070,EUR,1488582.9,147.88
1285,529043 10 1,LXP INDUSTRIAL TRUST COM,57.81,6129,EUR,354317.49,63.58
1286,529900 10 2,LIBERTY ALL-STAR GROWTH FD COM,250.61,3822,EUR,957831.42,275.6
1287,532457 10 8,LILLY ELI COM,128.78,13897,EUR,1789655.66,141.62
1288,53261M 10 4,EDGIO INC COM,254.86,11148,EUR,2841179.2800000003,280.28
1289,53263P 10 5,LIMBACH HLDGS INC COM,117.04,2287,USD,267670.48000000004,117.04
1290,53272L 10 3,LIMINAL BIOSCIENCES INC COM,307.1,3538,USD,1086519.8,307.1
1291,532746 10 4,LIMONEIRA CO COM,277.03,13567,USD,3758466.01,277.03
1292,533535 10 0,LINCOLN EDL SVCS CORP COM,135.85,11345,EUR,1541218.25,149.4
1293,533900 10 6,LINCOLN ELEC HLDGS INC COM,159.15,11454,USD,1822904.1,159.15
1294,534187 10 9,LINCOLN NATL CORP IND COM,348.51,11068,EUR,3857308.6799999997,383.27
1295,535219 10 9,LINDBLAD EXPEDITIONS HLDGS COM,29.96,10754,EUR,322189.84,32.95
1296,535555 10 6,LINDSAY COM,330.07,10713,USD,3536039.91,330.07
1297,53566P 10 9,LINEAGE COM,240.72,2309,USD,555822.48,240.72
1298,53578P 10 5,LINKBANCORP INC COM,20.67,2228,EUR,46052.76,22.73
1299,53630X 10 4,LIPOCINE INC NEW COM,256.01,14743,EUR,3774355.4299999997,281.54
1300,53632A 20 1,LIQTECH INTL INC COM,140.58,9175,EUR,1289821.5,154.6
1301,537008 10 4,LITTELFUSE INC COM,193.18,12591,USD,2432329.38,193.18
1302,53803X 10 5,LIVE OAK BANCSHARES INC COM,227.49,7907,USD,1798763.4300000002,227.49
1303,538034 10 9,LIVE NATION ENTERTAINMENT IN COM,252.07,5853,USD,1475365.71,252.07
1304,53814L 10 8,LIVENT CORP COM,66.22,10312,USD,682860.64,66.22
1305,53814X 10 2,LIVEONE INC COM,242.05,11831,USD,2863693.5500000003,242.05
1306,539319 20 2,LIXTE BIOTECHNOLOGY HLDGS COM,233.98,1650,EUR,386067.0,257.31
1307,539830 10 9,LOCKHEED MARTIN CORP COM,132.79,13069,USD,1735432.51,132.79
1308,540424 10 8,LOEWS CORP COM,228.62,10166,USD,2324150.92,228.62
1309,541098 10 9,LOGAN RIDGE FINANCE CORP COM,304.25,2786,EUR,847640.5,334.59
1310,54300N 10 3,LONGBOARD PHARMACEUTICALS COM,126.07,6516,EUR,821472.12,138.64
1311,54303L 10 4,LONGEVERON INC COM,238.58,13624,EUR,3250413.9200000004,262.37
1312,54948U 10 5,LUCIRA HEALTH INC COM,93.24,13915,EUR,1297434.5999999999,102.54
1313,54948X 10 9,LUCID DIAGNOSTICS INC COM,341.77,10217,USD,3491864.09,341.77
1314,549498 10 3,LUCID COM,99.09,3913,EUR,387739.17000000004,108.97
1315,54960E 10 4,LUCY SCIENTIFIC DISCOVERY IN COM,219.7,14562,EUR,3199271.4,241.61
1316,550021 10 9,LULULEMON ATHLETICA INC COM,309.82,12254,USD,3796534.28,309.82
1317,55003A 10 8,LULUS FASHION LOUNGE HOLDING COM,178.1,9755,USD,1737365.5,178.1
1318,55003T 10 7,LL FLOORING HOLDINGS INC COM,242.77,6763,USD,1641853.51,242.77
1319,55024U 10 9,LUMENTUM HLDGS INC COM,54.02,13632,EUR,736400.64,59.41
1320,550241 10 3,LUMEN TECHNOLOGIES INC COM,302.09,11467,USD,3464066.03,302.09
1321,55025L 10 8,LUMENT FINANCE TRUST INC COM,267.13,5681,EUR,1517565.53,293.77
1322,55028X 10 9,LUMOS PHARMA INC COM,145.07,2334,USD,338593.38,145.07
1323,55345K 10 3,MRC COM,349.23,2151,EUR,751193.73,384.06
1324,553498 10 6,MSA COM,177.5,2555,USD,453512.5,177.5
1325,55354G 10 0,MSCI COM,348.15,14366,USD,5001522.899999999,348.15
1326,,,321.64,4407,EUR,1417467.48,353.72
1327,553810 10 2,MVB COM,80.45,7683,EUR,618097.35,88.47
1328,55405W 10 4,MYR COM,115.25,3996,EUR,460539.0,126.74
1329,55405Y 10 0,MACOM TECH SOLUTIONS COM,277.23,937,USD,259764.51,277.23
1330,554225 10 2,MACATAWA BK CORP COM,41.98,12376,EUR,519544.48,46.17
1331,554382 10 1,MACERICH CO COM,198.83,8911,USD,1771774.1300000001,198.83
1332,554489 10 4,VERIS RESIDENTIAL INC COM,296.01,4412,EUR,1305996.1199999999,325.53
1333,55607W 10 0,MACQUARIE / FIRST TR GLOBAL COM,310.07,9923,EUR,3076824.61,340.99
1334,55608D 10 1,MACQUARIE GLOBAL INFRASTRUCT COM,180.24,10524,USD,1896845.76,180.24
1335,556099 10 9,MACROGENICS INC COM,227.31,14541,USD,3305314.71,227.31
1336,55616P 10 4,MACYS INC COM,152.84,179,EUR,27358.36,168.08
1337,556269 10 8,MADDEN STEVEN LTD COM,322.35,9285,USD,2993019.75,322.35
1338,557437 10 0,MADISON COVERED CALL & EQUIT COM,209.28,8069,USD,1688680.32,209.28
1339,558868 10 5,MADRIGAL PHARMACEUTICALS INC COM,220.86,12684,USD,2801388.24,220.86
1340,55903Q 10 4,MAG SILVER CORP COM,78.3,647,USD,50660.1,78.3
1341,55910K 10 8,MAGENTA THERAPEUTICS INC COM,276.67,6843,USD,1893252.81,276.67
1342,559222 40 1,MAGNA INTL INC COM,194.58,7712,EUR,1500600.9600000002,213.99
1343,55933J 20 3,MAGNACHIP SEMICONDUCTOR CORP COM,98.81,4583,EUR,452846.23,108.66
1344,55955D 10 0,MAGNITE INC COM,104.08,1288,USD,134055.04,104.08
1345,56035L 10 4,MAIN COM,90.82,10431,EUR,947343.4199999999,99.88
1346,56064Q 10 7,MAINSTAY CBRE GBL INFRSTR ME COM,198.19,5827,EUR,1154853.13,217.96
1347,56064Y 10 0,MAINSTREET BANCSHARES INC COM,123.83,11692,USD,1447820.3599999999,123.83
1348,561409 10 3,MALVERN BANCORP INC COM,54.19,6541,EUR,354456.79,59.59
1349,56146T 10 3,MAMAMANCINI S HLDGS COM,45.96,7923,USD,364141.08,45.96
1350,56155L 10 8,MAMMOTH COM,247.21,4711,USD,1164606.31,247.21
1351,56270V 10 6,MANGOCEUTICALS INC COM,9.11,12499,EUR,113865.89,10.02
1352,562750 10 9,MANHATTAN ASSOCIATES INC COM,162.72,11059,EUR,1799520.48,178.95
1353,562803 10 6,MANHATTAN BRDG CAP INC COM,121.85,11054,USD,1346929.9,121.85
1354,563420 10 8,MANITEX INTL INC COM,201.12,6673,EUR,1342073.76,221.18
1355,56418H 10 0,MANPOWERGROUP INC WIS COM,124.94,3749,USD,468400.06,124.94
1356,56501R 10 6,MANULIFE FINL CORP COM,212.33,2017,EUR,428269.61000000004,233.51
1357,565788 10 6,MARATHON DIGITAL HOLDINGS IN COM,179.51,11576,EUR,2078007.76,197.41
1358,565849 10 6,MARATHON OIL CORP COM,165.6,4496,USD,744537.6,165.6
1359,56585A 10 2,MARATHON PETE CORP COM,14.2,14075,USD,199865.0,14.2
1360,566324 10 9,MARCUS & MILLICHAP INC COM,156.73,691,EUR,108300.43,172.36
1361,566330 10 6,MARCUS CORP DEL COM,102.48,10854,EUR,1112317.9200000002,112.7
1362,567908 10 8,MARINEMAX INC COM,305.21,13194,USD,4026940.7399999998,305.21
1363,568427 10 8,MARINE PRODS CORP COM,221.32,12375,USD,2738835.0,221.32
1364,570535 10 4,MARKEL CORP COM,159.66,4295,EUR,685739.7,175.58
1365,57055L 10 7,MARKER THERAPEUTICS INC COM,199.74,4969,EUR,992508.06,219.66
1366,57060D 10 8,MARKETAXESS HLDGS INC COM,197.55,10965,USD,2166135.75,197.55
1367,57064N 10 2,MARKFORGED HOLDING CORPORATI COM,221.3,330,EUR,73029.0,243.37
1368,57164Y 10 7,MARRIOTT VACATIONS WORLDWIDE COM,135.75,13123,EUR,1781447.25,149.29
1369,571748 10 2,MARSH & MCLENNAN COS INC COM,28.09,8244,EUR,231573.96,30.89
1370,573075 10 8,MARTEN TRANS LTD COM,26.31,10216,EUR,268782.95999999996,28.93
1371,573284 10 6,MARTIN MARIETTA MATLS INC COM,293.66,10260,USD,3012951.6,293.66
1372,573874 10 4,MARVELL TECHNOLOGY INC COM,97.07,6585,EUR,639205.95,106.75
1373,57403M 10 4,THE MARYGOLD COMPANIES INC COM,297.12,159,USD,47242.08,297.12
1374,574599 10 6,MASCO CORP COM,288.95,8365,USD,2417066.75,288.95
1375,574795 10 0,MASIMO CORP COM,333.06,13497,USD,4495310.82,333.06
1376,575385 10 9,MASONITE INTL CORP COM,221.72,12352,EUR,2738685.44,243.83
1377,576323 10 9,MASTEC INC COM,257.36,13478,USD,3468698.08,257.36
1378,57637H 10 3,MASTERCRAFT BOAT HLDGS I COM,236.07,11954,EUR,2821980.78,259.61
1379,576485 20 5,MATADOR RES CO COM,111.39,4926,EUR,548707.14,122.5
1380,57667L 10 7,MATCH GROUP INC NEW COM,73.45,2702,EUR,198461.9,80.78
1381,576690 10 1,MATERION CORP COM,220.59,12116,USD,2672668.44,220.59
1382,576810 10 5,MATINAS BIOPHARMA COM,306.29,6188,USD,1895322.52,306.29
1383,577933 10 4,MAXIMUS INC COM,246.68,46,EUR,11347.28,271.28
1384,578473 10 0,MAYS J W INC COM,143.93,13079,EUR,1882460.4700000002,158.28
1385,578605 10 7,MAYVILLE ENGR CO INC COM,341.76,642,EUR,219409.91999999998,375.84
1386,580135 10 1,MCDONALDS CORP COM,258.81,2987,USD,773065.47,258.81
1387,580589 10 9,MCGRATH RENTCORP COM,64.46,14181,EUR,914107.2599999999,70.89
1388,58155Q 10 3,MCKESSON CORP COM,137.97,11285,USD,1556991.45,137.97
1389,583928 10 6,MEDALLION FINL CORP COM,245.06,14319,USD,3509014.14,245.06
1390,58403P 10 5,MEDALIST DIVERSIFIED REIT COM,46.97,7372,EUR,346262.83999999997,51.65
1391,58406B 10 3,MEDAVAIL HOLDINGS INC COM,64.5,688,EUR,44376.0,70.93
1392,58463J 30 4,MEDICAL PPTYS TRUST INC COM,234.76,3247,USD,762265.72,234.76
1393,58470H 10 1,MEDIFAST INC COM,41.25,10296,EUR,424710.0,45.36
1394,58490H 10 7,MEDICENNA THERAPEUTICS CORP COM,64.32,5879,EUR,378137.27999999997,70.73
1395,58502B 10 6,PEDIATRIX MEDICAL GROUP INC COM,221.99,8952,USD,1987254.48,221.99
1396,58506Q 10 9,MEDPACE COM,109.77,7718,USD,847204.86,109.77
1397,58733R 10 2,MERCADOLIBRE INC COM,74.13,793,USD,58785.09,74.13
1398,587376 10 4,MERCANTILE BK CORP COM,172.62,13223,EUR,2282554.2600000002,189.84
1399,588056 10 1,MERCER INTL INC COM,8.28,5461,USD,45217.079999999994,8.28
1400,58844R 10 8,MERCHANTS BANCORP IND COM,31.87,8837,EUR,281635.19,35.05
1401,58933Y 10 5,MERCK & CO INC COM,160.97,2323,USD,373933.31,160.97
1402,591774 10 4,METROPOLITAN BK HLDG CORP COM,98.13,12877,EUR,1263620.01,107.92
1403,592688 10 5,METTLER TOLEDO INTERNATIONAL COM,53.24,5164,USD,274931.36,53.24
1404,592770 10 1,MEXCO ENERGY CORP COM,209.0,11892,USD,2485428.0,209.0
1405,592834 10 5,MEXICO EQUITY & INCOME FD COM,264.32,1515,EUR,400444.8,290.68
1406,592835 10 2,MEXICO FD INC COM,186.65,12749,EUR,2379600.85,205.26
1407,594918 10 4,MICROSOFT CORP COM,205.23,11597,USD,2380052.31,205.23
1408,595017 10 4,MICROCHIP TECHNOLOGY INC. COM,302.89,3714,EUR,1124933.46,333.1
1409,595112 10 3,MICRON TECHNOLOGY INC COM,78.62,6190,EUR,486657.80000000005,86.46
1410,59516C 10 6,MICROVAST HOLDINGS INC COM,252.57,11723,EUR,2960878.11,277.76
1411,59522J 10 3,MID-AMER APT CMNTYS INC COM,295.24,5311,EUR,1568019.6400000001,324.68
1412,59540G 10 7,MID PENN BANCORP INC COM,116.31,11857,EUR,1379087.67,127.91
1413,59548Q 10 7,MID-SOUTHERN BANCORP INC COM,162.86,2710,USD,441350.60000000003,162.86
1414,596278 10 1,MIDDLEBY COM,333.07,13883,EUR,4624010.81,366.29
1415,596680 10 8,MIDDLESEX WTR CO COM,279.63,11312,USD,3163174.56,279.63
1416,597742 10 5,MIDLAND STATES BANCORP COM,124.22,3334,USD,414149.48,124.22
1417,598511 10 3,MIDWESTONE COM,302.53,13785,USD,4170376.05,302.53
1418,59935V 10 7,MILESTONE PHARMACEUTICALS IN COM,50.13,4941,USD,247692.33000000002,50.13
1419,600544 10 0,MILLERKNOLL INC COM,224.01,5738,USD,1285369.38,224.01
1420,602496 10 1,MIMEDX GROUP INC COM,172.19,6440,USD,1108903.6,172.19
1421,602566 10 1,MIND TECHNOLOGY INC COM,221.06,14978,EUR,3311036.68,243.11
1422,603158 10 6,MINERALS TECHNOLOGIES INC COM,193.42,9522,EUR,1841745.24,212.71
1423,603170 10 1,MINERALYS THERAPEUTICS INC COM,160.78,9811,USD,1577412.58,160.78
1424,60343F 10 6,MINERVA SURGICAL INC COM,197.03,4584,EUR,903185.52,216.68
1425,60365W 10 2,MINIM INC COM,317.35,616,USD,195487.6,317.35
1426,60468T 10 5,MIRATI THERAPEUTICS INC COM,50.4,14067,USD,708976.7999999999,50.4
1427,60471P 10 8,MIROMATRIX MED INC COM,348.83,10162,EUR,3544810.46,383.62
1428,604749 10 1,MIRUM PHARMACEUTICALS INC COM,150.63,14093,EUR,2122828.59,165.65
1429,60510V 10 8,MISSION PRODUCE INC COM,295.16,5876,USD,1734360.1600000001,295.16
1430,60646V 10 5,MISTER CAR WASH INC COM,220.28,9052,EUR,1993974.56,242.25
1431,60649T 10 7,MISTRAS GROUP INC COM,231.31,5486,USD,1268966.66,231.31
1432,609839 10 5,MONOLITHIC PWR COM,11.36,14446,EUR,164106.56,12.49
1433,61023L 10 8,MONOPAR THERAPEUTICS INC COM,103.61,4552,EUR,471632.72,113.94
1434,610236 10 1,MONRO INC COM,313.4,5390,EUR,1689225.9999999998,344.66
1435,610335 10 1,MONROE CAP CORP COM,295.24,8440,USD,2491825.6,295.24
1436,61174X 10 9,MONSTER BEVERAGE CORP NEW COM,345.25,6996,USD,2415369.0,345.25
1437,61218C 10 3,MONTAUK RENEWABLES INC COM,120.94,11899,USD,1439065.06,120.94
1438,61225M 10 2,MONTE ROSA THERAPEUTICS INC COM,130.27,9098,USD,1185196.4600000002,130.27
1439,61240F 10 8,MONTEREY BIO ACQUISITION COR COM,102.44,4623,USD,473580.12,102.44
1440,615111 10 1,MONTROSE COM,33.73,8256,EUR,278474.87999999995,37.09
1441,615369 10 5,MOODYS COM,194.02,4070,EUR,789661.4,213.37
1442,61744H 10 5,MORGAN COM,291.3,8415,USD,2451289.5,291.3
1443,61745C 10 5,MORGAN COM,340.81,6,USD,2044.8600000000001,340.81
1444,617468 10 3,MORGAN COM,107.02,13868,EUR,1484153.3599999999,117.69
1445,617700 10 9,MORNINGSTAR IN COM,191.2,8185,USD,1564972.0,191.2
1446,61775R 10 5,MORPHIC HLDG INC COM,87.68,4027,EUR,353087.36000000004,96.42
1447,61945C 10 3,MOSAIC CO NEW COM,52.76,10738,USD,566536.88,52.76
1448,620071 10 0,MOTORCAR PTS AMER INC COM,231.29,12427,EUR,2874240.83,254.36
1449,623006 10 3,MOUNT RAINIER ACQUISITION CO COM,333.33,10433,USD,3477631.8899999997,333.33
1450,62402U 10 7,MOUNTAIN CREST ACQSTN CORP I COM,24.99,4854,EUR,121301.45999999999,27.48
1451,62403K 10 8,MOUNTAIN CREST ACQUSITN CRP COM,173.08,14814,EUR,2564007.12,190.34
1452,62404B 10 7,MOUNTAIN CREST ACQSITN CORP COM,168.3,6856,EUR,1153864.8,185.08
1453,624580 10 6,MOVADO GROUP INC COM,236.7,13485,USD,3191899.5,236.7
1454,624756 10 2,MUELLER INDS INC COM,342.75,3094,USD,1060468.5,342.75
1455,62482R 10 7,MR COOPER GROUP INC COM,291.93,7963,USD,2324638.59,291.93
1456,62526P 10 9,MULLEN AUTOMOTIVE INC COM,294.93,11886,USD,3505537.98,294.93
1457,62548M 10 0,MULTIPLAN CORPORATION COM,95.6,11995,EUR,1146722.0,105.13
1458,626717 10 2,MURPHY OIL CORP COM,50.07,5538,USD,277287.66,50.07
1459,626755 10 2,MURPHY USA INC COM,295.08,13475,USD,3976203.0,295.08
1460,62818Q 10 4,MUSTANG BIO INC COM,318.94,5677,EUR,1810622.38,350.75
1461,63008J 10 8,NANOVIBRONIX INC COM,7.94,12433,EUR,98718.02,8.73
1462,630087 30 2,NANOVIRICIDES COM,40.87,1327,EUR,54234.49,44.95
1463,63009R 10 9,NANOSTRING COM,56.8,3295,EUR,187156.0,62.46
1464,630402 10 5,NAPCO S COM,159.25,2743,USD,436822.75,159.25
1465,631103 10 8,NASDAQ COM,191.49,11770,EUR,2253837.3000000003,210.59
1466,632307 10 4,NATERA COM,75.02,7566,EUR,567601.32,82.5
1467,634865 10 9,NATIONAL COM,25.19,383,EUR,9647.77,27.7
1468,635017 10 6,NATIONAL COM,241.56,3038,EUR,733859.28,265.65
1469,635309 10 7,NATIONAL COM,140.52,14029,EUR,1971355.08,154.53
1470,635906 10 0,NATIONAL COM,303.11,5017,USD,1520702.87,303.11
1471,636180 10 1,NATIONAL COM,293.8,14859,USD,4365574.2,293.8
1472,63633D 10 4,NATIONAL COM,194.4,1471,EUR,285962.4,213.79
1473,636518 10 2,NATIONAL COM,116.77,13611,USD,1589356.47,116.77
1474,637215 10 4,NATIONAL COM,11.0,4394,USD,48334.0,11.0
1475,637417 10 6,NATIONAL COM,15.67,10224,USD,160210.08,15.67
1476,63845R 10 7,NATIONAL COM,240.98,5707,EUR,1375272.8599999999,265.01
1477,63886Q 10 9,NATURAL GAS SVCS GROUP INC COM,115.63,3303,USD,381925.89,115.63
1478,63888P 40 6,NATURAL HEALTH TRENDS CORP COM,5.19,13073,USD,67848.87000000001,5.19
1479,63888U 10 8,NATURAL GROCERS BY VITAMIN COM,231.72,11968,USD,2773224.96,231.72
1480,639027 10 1,NATURES SUNSHINE PRODS INC COM,307.04,14654,EUR,4499364.16,337.66
1481,63909J 10 8,NAUTILUS BIOTECHNOLOGY INC COM,131.26,4955,USD,650393.2999999999,131.26
1482,63910B 10 2,NAUTILUS INC COM,269.52,11528,USD,3107026.5599999996,269.52
1483,63911H 10 8,NAUTICUS ROBOTICS INC COM,26.21,10354,USD,271378.34,26.21
1484,63938C 10 8,NAVIENT CORPORATION COM,18.36,10336,USD,189768.96,18.36
1485,63942X 10 6,NAVITAS SEMICONDUCTOR CORP COM,150.47,11559,EUR,1739282.73,165.48
1486,63947X 10 1,NCINO INC COM,57.75,6747,USD,389639.25,57.75
1487,639494 10 3,NEAR INTELLIGENCE INC COM,252.56,781,EUR,197249.36000000002,277.75
1488,640268 10 8,NEKTAR THERAPEUTICS COM,148.54,14251,EUR,2116843.54,163.35
1489,64049K 10 4,NEOLEUKIN THERAPEUTICS INC COM,84.69,4965,USD,420485.85,84.69
1490,640491 10 6,NEOGEN CORP COM,308.29,8493,EUR,2618306.97,339.04
1491,640655 10 6,NEOVOLTA INC COM,19.2,1543,EUR,29625.6,21.11
1492,640671 40 0,NEPHROS INC COM,90.01,2039,USD,183530.39,90.01
1493,64110D 10 4,NETAPP INC COM,136.34,9689,USD,1320998.26,136.34
1494,64110L 10 6,NETFLIX INC COM,233.05,891,USD,207647.55000000002,233.05
1495,64111Q 10 4,NETGEAR COM,266.01,4255,USD,1131872.55,266.01
1496,64113L 10 3,NETCAPITAL INC COM,296.43,6797,USD,2014834.71,296.43
1497,64115T 10 4,NETSCOUT SYS INC COM,306.11,4246,USD,1299743.06,306.11
1498,64119V 30 3,NETSTREIT CORP COM,75.81,12296,EUR,932159.76,83.37
1499,64121N 10 9,NETWORK-1 TECHNOLOGIES INC COM,9.21,5735,EUR,52819.350000000006,10.13
1500,64123C 10 1,NEUBERGER BRMAN CLIFRN MUNI COM,152.43,7100,USD,1082253.0,152.43
1501,64124K 10 2,NEUBERGER BERMAN N Y MUN FD COM,30.29,421,EUR,12752.09,33.31
1502,64124P 10 1,NEUBERGER BERMAN MUN FD INC COM,280.15,973,USD,272585.94999999995,280.15
1503,64125C 10 9,NEUROCRINE BIOSCIENCES INC COM,89.88,9852,USD,885497.76,89.88
1504,64128C 10 6,NEUBERGER BERMAN HIGH YIELD COM,6.01,1950,EUR,11719.5,6.61
1505,641288 10 5,NEUROPACE INC COM,187.15,5658,USD,1058894.7,187.15
1506,64129H 10 4,NEUBERGER BERMAN MLP & ENERG COM,157.96,2034,USD,321290.64,157.96
1507,64131A 10 5,NEURONETICS INC COM,13.93,9494,USD,132251.41999999998,13.93
1508,64132K 10 2,NEUBASE THERAPEUTICS INC COM,231.86,9765,EUR,2264112.9,254.98
1509,64157F 10 3,NEVRO CORP COM,87.62,13234,EUR,1159563.08,96.36
1510,64190A 10 3,NEUBERGER BERMAN REAL ESTATE COM,91.94,795,USD,73092.3,91.94
1511,643611 10 6,NEW CONCEPT ENERGY INC COM,40.21,11202,USD,450432.42,40.21
1512,647551 10 0,NEW MTN FIN CORP COM,72.21,1281,USD,92501.01,72.21
1513,64782A 10 7,NEW PAC METALS CORP COM,102.58,5188,EUR,532185.04,112.81
1514,64829B 10 0,NEW RELIC INC COM,137.24,4491,USD,616344.8400000001,137.24
1515,649439 20 5,NEW YORK CITY REIT INC COM,162.28,11428,EUR,1854535.84,178.46
